,budget,compound_score,genres,original_title,production_companies,release_date,revenue,runtime,vote_average,vote_count
2766,0,-0.3058,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",Bubble Boy,"[{""name"": ""Touchstone Pictures"", ""id"": 9195}]",2001-08-24,0,84.0,5.1,163
2767,13000000,-0.25,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",Birthday Girl,"[{""name"": ""HAL Films"", ""id"": 931}, {""name"": ""Mirage Enterprises"", ""id"": 932}, {""name"": ""Film4"", ""id"": 9349}]",2001-09-06,0,93.0,6.1,103
2768,13000000,0.5922,"[{""id"": 35, ""name"": ""Comedy""}]",21 & Over,"[{""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Virgin Produced"", ""id"": 8852}, {""name"": ""Mandeville Films"", ""id"": 10227}, {""name"": ""SkyLand Entertainment"", ""id"": 52337}]",2013-03-01,48065672,93.0,5.7,737
2769,13000000,0.5859,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]","Paris, je t'aime","[{""name"": ""Filmazure"", ""id"": 1031}, {""name"": ""Pirol Stiftung"", ""id"": 1032}, {""name"": ""Victoires International"", ""id"": 1033}]",2006-05-16,4857367,120.0,6.8,207
2770,0,0.9118,"[{""id"": 18, ""name"": ""Drama""}]",Resurrecting the Champ,"[{""name"": ""Battleplan Productions"", ""id"": 2108}, {""name"": ""Yari Film Group"", ""id"": 2448}, {""name"": ""Alberta Film Entertainment"", ""id"": 3997}, {""name"": ""Phoenix Pictures"", ""id"": 11317}]",2007-06-14,0,112.0,5.9,60
2771,13000000,0.9072,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",Admission,"[{""name"": ""Focus Features"", ""id"": 10146}]",2013-03-21,18000000,107.0,5.4,304
2772,0,-0.9493,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]",La veuve de Saint-Pierre,"[{""name"": ""Cin\u00e9maginaire Inc."", ""id"": 280}, {""name"": ""Epithete films"", ""id"": 6982}, {""name"": ""France2 Cin\u00e9ma"", ""id"": 7089}]",2000-01-01,0,112.0,6.7,11
2773,15000000,-0.8555,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}]",Chloe,"[{""name"": ""StudioCanal"", ""id"": 694}, {""name"": ""Montecito Picture Company, The"", ""id"": 4607}, {""name"": ""Outpost Studios"", ""id"": 25886}]",2009-03-25,8459458,96.0,5.9,498
2774,13000000,-0.9531,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",Faithful,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Miramax Films"", ""id"": 14}]",1996-04-03,9789900,91.0,4.8,4
2775,13000000,0.4215,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",Find Me Guilty,"[{""name"": ""Yari Film Group"", ""id"": 2448}]",2006-03-16,2636637,125.0,6.5,138
2776,13000000,0.8225,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",The Perks of Being a Wallflower,"[{""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""Mr. Mudd Production"", ""id"": 2130}]",2012-09-20,33400000,102.0,7.7,2968
2777,3000000,-0.8779,"[{""id"": 28, ""name"": ""Action""}]",Excessive Force,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Ian Page Productions"", ""id"": 7708}, {""name"": ""3 Arts Entertainment"", ""id"": 36390}]",1993-05-14,1200000,87.0,4.5,10
2778,13000000,-0.8225,"[{""id"": 18, ""name"": ""Drama""}]",Infamous,"[{""name"": ""Killer Films"", ""id"": 1422}, {""name"": ""Longfellow Pictures"", ""id"": 8802}, {""name"": ""Warner Independent Pictures (WIP)"", ""id"": 11509}, {""name"": ""Jack and Henry Productions Inc."", ""id"": 33617}]",2006-11-16,1151330,110.0,6.4,60
2779,0,-0.4215,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 37, ""name"": ""Western""}]",The Claim,"[{""name"": ""Revolution Films"", ""id"": 163}, {""name"": ""Arts Council of England"", ""id"": 718}, {""name"": ""Alliance Atlantis Communications"", ""id"": 803}, {""name"": ""Path\u00e9 Pictures International"", ""id"": 1178}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""British Broadcasting Corporation (BBC)"", ""id"": 15278}, {""name"": ""Grosvenor Park Productions"", ""id"": 17449}, {""name"": ""DB Entertainment"", ""id"": 18335}]",2000-12-29,0,120.0,5.6,17
2780,13000000,-0.3853,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 27, ""name"": ""Horror""}]",The Vatican Tapes,"[{""name"": ""Lakeshore Entertainment"", ""id"": 126}, {""name"": ""Lionsgate"", ""id"": 1632}, {""name"": ""H2F Entertainment"", ""id"": 20851}, {""name"": ""Pantelion Films"", ""id"": 58399}]",2015-07-24,1784763,91.0,4.6,243
2781,14350531,-0.7003,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}]",Attack the Block,"[{""name"": ""UK Film Council"", ""id"": 2452}, {""name"": ""Studio Canal"", ""id"": 5870}, {""name"": ""Film4"", ""id"": 9349}]",2011-05-12,3964682,88.0,6.3,733
2782,10000000,-0.5719,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 10752, ""name"": ""War""}]",In the Land of Blood and Honey,"[{""name"": ""FilmDistrict"", ""id"": 7263}]",2011-12-23,303877,127.0,5.8,45
2783,13000000,-0.7133,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",The Call,"[{""name"": ""TriStar Pictures"", ""id"": 559}, {""name"": ""WWE Studios"", ""id"": 10339}, {""name"": ""Troika Pictures"", ""id"": 15462}, {""name"": ""Emergency Films"", ""id"": 15463}, {""name"": ""Apotheosis Media Group"", ""id"": 15464}, {""name"": ""Amasia Entertainment"", ""id"": 15465}]",2013-03-14,68572378,94.0,6.6,1257
2784,0,-0.6369,"[{""id"": 36, ""name"": ""History""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}, {""id"": 28, ""name"": ""Action""}]",인천상륙작전,"[{""name"": ""Taewon Entertainment"", ""id"": 3965}]",2016-07-27,0,110.0,5.8,29
2785,0,0.6986,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",The Crocodile Hunter: Collision Course,"[{""name"": ""Cheyenne Enterprises"", ""id"": 890}, {""name"": ""Discovery Channel Pictures"", ""id"": 7492}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}, {""name"": ""J&M Entertainment"", ""id"": 12474}, {""name"": ""Animal Planet"", ""id"": 63105}, {""name"": ""Winchester Films"", ""id"": 68063}, {""name"": ""Best Picture Show Company, The"", ""id"": 68064}]",2002-07-26,33082548,90.0,5.3,34
2786,13000000,-0.8126,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",I Love You Phillip Morris,"[{""name"": ""EuropaCorp"", ""id"": 6896}]",2009-01-18,10652035,98.0,6.4,503
2787,12000000,-0.2023,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}]",La Guerre du feu,"[{""name"": ""Belstar Productions"", ""id"": 999}, {""name"": ""St\u00e9phan Films"", ""id"": 2359}]",1981-12-15,55260558,100.0,7.1,109
2788,12500000,-0.9201,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",Antwone Fisher,"[{""name"": ""Fox Searchlight Pictures"", ""id"": 43}, {""name"": ""Mundy Lane Entertainment"", ""id"": 2510}]",2002-12-19,23367586,120.0,6.7,137
2789,0,-0.5106,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",The Emperor's Club,"[{""name"": ""Universal Pictures"", ""id"": 33}]",2002-11-22,0,108.0,6.9,96
2790,12500000,-0.5106,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 10749, ""name"": ""Romance""}]",True Romance,"[{""name"": ""Davis-Films"", ""id"": 342}, {""name"": ""August Entertainment"", ""id"": 3322}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Morgan Creek Productions"", ""id"": 10210}]",1993-09-09,12281551,120.0,7.5,749
2791,3100000,0.34,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 878, ""name"": ""Science Fiction""}]",Womb,"[{""name"": ""Razor Film Produktion GmbH"", ""id"": 703}]",2010-07-15,0,111.0,5.9,92
2792,12500000,-0.6486,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]",Glengarry Glen Ross,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""GGR"", ""id"": 67780}, {""name"": ""Zupnik Cinema Group II"", ""id"": 67781}]",1992-09-15,10725228,100.0,7.5,323
2793,13000000,-0.5719,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",The Killer Inside Me,"[{""name"": ""Revolution Films"", ""id"": 163}, {""name"": ""Indion Entertainment Group"", ""id"": 3572}]",2010-02-19,0,109.0,6.0,173
2794,0,0.0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",Cat People,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""RKO Pictures"", ""id"": 4361}]",1982-04-02,0,118.0,6.0,94
2795,12500000,-0.8271,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",Sorority Row,"[{""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""Karz Entertainment"", ""id"": 4194}]",2009-09-09,27206120,101.0,5.4,177
2796,0,0.4019,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",The Prisoner of Zenda,"[{""name"": ""United Artists"", ""id"": 60}, {""name"": ""Selznick International Pictures"", ""id"": 1553}]",1937-09-03,0,101.0,8.4,11
2797,12000000,0.9835,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]",Lars and the Real Girl,"[{""name"": ""Sidney Kimmel Entertainment"", ""id"": 737}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}, {""name"": ""Lars Productions"", ""id"": 19731}]",2007-10-12,11293663,106.0,7.1,509
2798,12500000,-0.802,"[{""id"": 10752, ""name"": ""War""}, {""id"": 18, ""name"": ""Drama""}]",The Boy in the Striped Pyjamas,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""BBC Films"", ""id"": 288}, {""name"": ""Heyday Films"", ""id"": 7364}]",2008-05-07,20416563,94.0,7.7,1451
2799,12800000,-0.8316,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 10402, ""name"": ""Music""}]",Dancer in the Dark,"[{""name"": ""Fine Line Features"", ""id"": 8}, {""name"": ""Zentropa Entertainments"", ""id"": 76}, {""name"": ""Danmarks Radio (DR)"", ""id"": 119}, {""name"": ""SVT Drama"", ""id"": 157}, {""name"": ""Arte"", ""id"": 201}, {""name"": ""Memfis Film"", ""id"": 321}, {""name"": ""France 3 Cin\u00e9ma"", ""id"": 591}, {""name"": ""Angel films"", ""id"": 2996}, {""name"": ""TV 1000"", ""id"": 4524}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""Constantin Film Produktion"", ""id"": 5755}, {""name"": ""Yleisradio (YLE)"", ""id"": 5975}, {""name"": ""Arte France Cin\u00e9ma"", ""id"": 6916}, {""name"": ""Westdeutscher Rundfunk (WDR)"", ""id"": 7025}, {""name"": ""Blind Spot Pictures Oy"", ""id"": 7330}, {""name"": ""Vrijzinnig Protestantse Radio Omroep (VPRO)"", ""id"": 8659}, {""name"": ""Film4"", ""id"": 9349}, {""name"": ""Liberator Productions"", ""id"": 11239}, {""name"": ""Icelandic Film"", ""id"": 14937}, {""name"": ""Film i V\u00e4st"", ""id"": 17513}, {""name"": ""Pain Unlimited GmbH Filmproduktion"", ""id"": 30268}, {""name"": ""Trust Film Svenska"", ""id"": 53667}, {""name"": ""Cinematograph A/S"", ""id"": 53668}, {""name"": ""What Else? B.V"", ""id"": 53669}, {""name"": ""Filmek A/S"", ""id"": 53670}, {""name"": ""Lantia Cinema & Audiovisivi"", ""id"": 53671}]",2000-05-17,40031879,140.0,7.6,377
2800,0,-0.1779,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",Oscar and Lucinda,"[{""name"": ""Fox Searchlight Pictures"", ""id"": 43}, {""name"": ""Australian Film Finance Corporation (AFFC)"", ""id"": 8724}, {""name"": ""Dalton Films"", ""id"": 39711}]",1997-12-31,0,132.0,6.2,25
2801,12500000,-0.6369,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",The Funeral,"[{""name"": ""C&P Productions"", ""id"": 3989}]",1996-01-26,1227324,99.0,7.3,31
2802,15000000,0.4019,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",Solitary Man,"[{""name"": ""Smartest Man Productions"", ""id"": 10226}, {""name"": ""Millennium Films"", ""id"": 10254}, {""name"": ""Paul Schiff Productions"", ""id"": 23596}]",2009-09-07,5024782,90.0,5.8,84
2803,20000000,-0.91,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}]",Machete,"[{""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""Dune Entertainment III"", ""id"": 6332}, {""name"": ""Troublemaker Studios"", ""id"": 10807}, {""name"": ""Overnight Films"", ""id"": 10808}]",2010-09-01,31327899,105.0,6.3,1150
2804,12500000,-0.5106,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",Casino Jack,"[{""name"": ""An Olive Branch Productions"", ""id"": 8689}, {""name"": ""Rollercoaster Entertainment"", ""id"": 8690}, {""name"": ""Vortex Words Pictures"", ""id"": 8691}, {""name"": ""Hannibal Pictures"", ""id"": 8692}, {""name"": ""Trigger Street Productions"", ""id"": 11801}, {""name"": ""Bagman (2009)"", ""id"": 36028}, {""name"": ""MCG"", ""id"": 36029}]",2010-09-16,1083683,108.0,6.0,94
2805,12300000,0.7184,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}]",The Land Before Time,"[{""name"": ""Lucasfilm"", ""id"": 1}, {""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Amblin Entertainment"", ""id"": 56}, {""name"": ""Sullivan Bluth Studios"", ""id"": 6422}, {""name"": ""U-Drive Productions"", ""id"": 20448}, {""name"": ""Universal City Studios"", ""id"": 69627}]",1988-11-18,84460846,69.0,7.0,640
2806,0,0.1901,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",태극기 휘날리며,"[{""name"": ""Showbox Entertainment"", ""id"": 11420}]",2004-02-05,15,140.0,7.4,133
2807,12500000,0.765,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",The Perfect Game,"[{""name"": ""HighRoad Entertainment"", ""id"": 19901}, {""name"": ""Prelude Pictures"", ""id"": 19902}, {""name"": ""Lone Runner Entertainment"", ""id"": 19903}, {""name"": ""Kenio Films"", ""id"": 19904}, {""name"": ""Perfect Game, The"", ""id"": 19905}]",2010-04-01,3878993,118.0,6.3,30
2808,8000000,-0.25,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",The Exorcist,"[{""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Hoya Productions"", ""id"": 48184}]",1973-12-26,441306145,122.0,7.5,2005
2809,7000000,-0.5423,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 12, ""name"": ""Adventure""}]",Jaws,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Zanuck/Brown Productions"", ""id"": 1865}]",1975-06-18,470654000,124.0,7.5,2542
2810,11000000,0.5855,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",American Pie,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""Newmarket Capital Group"", ""id"": 506}, {""name"": ""Zide-Perry Productions"", ""id"": 3169}]",1999-07-09,235483004,95.0,6.4,2296
2811,12516654,-0.4939,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",Ernest et Célestine,"[{""name"": ""StudioCanal"", ""id"": 694}, {""name"": ""La Parti Productions"", ""id"": 2675}, {""name"": ""Les Armateurs"", ""id"": 6973}, {""name"": ""Melusine Productions"", ""id"": 13351}, {""name"": ""Maybe Movies"", ""id"": 27350}, {""name"": ""Gkids"", ""id"": 32853}]",2012-12-12,8109160,78.0,7.6,142
2812,25000000,-0.9186,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",The Golden Child,"[{""name"": ""Paramount Pictures"", ""id"": 4}]",1986-12-12,79817939,94.0,5.6,304
2813,12000000,0.8834,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",Think Like a Man,"[{""name"": ""Rainforest Films"", ""id"": 1309}]",2012-04-16,96070507,122.0,6.9,281
2814,12000000,-0.5008,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",Barbershop,"[{""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]",2002-04-01,75781642,102.0,6.2,137
2815,12000000,-0.5267,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",Star Trek II: The Wrath of Khan,"[{""name"": ""Paramount Pictures"", ""id"": 4}]",1982-06-03,96800000,113.0,7.3,675
2816,15000000,-0.2244,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 9648, ""name"": ""Mystery""}]",Ace Ventura: Pet Detective,"[{""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Morgan Creek Productions"", ""id"": 10210}]",1994-02-04,107217396,86.0,6.4,1648
2817,12000000,-0.5707,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",WarGames,"[{""name"": ""United Artists"", ""id"": 60}, {""name"": ""Sherwood Productions"", ""id"": 8791}]",1983-06-03,79567667,114.0,7.0,504
2818,12000000,-0.0772,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 53, ""name"": ""Thriller""}]",Witness,"[{""name"": ""Paramount Pictures"", ""id"": 4}]",1985-02-08,68706993,113.0,7.0,375
2819,12000000,-0.7783,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10752, ""name"": ""War""}]",Act of Valor,"[{""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Bandito Brothers"", ""id"": 8403}]",2012-02-24,81272766,110.0,6.3,417
2820,12000000,-0.0,"[{""id"": 10402, ""name"": ""Music""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 80, ""name"": ""Crime""}]",Step Up,"[{""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""Offspring Entertainment"", ""id"": 2378}, {""name"": ""Touchstone Pictures"", ""id"": 9195}, {""name"": ""Eketahuna LLC"", ""id"": 74192}]",2006-08-11,114194847,104.0,6.7,1060
2821,12000000,-0.7003,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}]",Beavis and Butt-Head Do America,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Geffen Pictures"", ""id"": 360}, {""name"": ""MTV Films"", ""id"": 746}]",1996-12-15,0,81.0,6.5,168
2822,12000000,0.2263,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 10749, ""name"": ""Romance""}]",Jackie Brown,"[{""name"": ""Miramax Films"", ""id"": 14}]",1997-12-24,39673162,154.0,7.3,1514
2823,12000000,-0.8834,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 12, ""name"": ""Adventure""}]",Harold & Kumar Escape from Guantanamo Bay,"[{""name"": ""New Line Cinema"", ""id"": 12}]",2008-04-25,43493123,107.0,6.2,497
2824,15000000,0.4588,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",Chronicle,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""Davis Entertainment"", ""id"": 1302}, {""name"": ""Adam Schroeder Productions"", ""id"": 43394}]",2012-02-01,145000000,84.0,6.6,1935
2825,12000000,-0.25,"[{""id"": 10402, ""name"": ""Music""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",Yentl,"[{""name"": ""United Artists"", ""id"": 60}, {""name"": ""Barwood Films"", ""id"": 3645}, {""name"": ""Ladbroke"", ""id"": 8845}]",1983-11-18,30400000,132.0,6.2,51
2826,5000000,0.6908,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",Time Bandits,"[{""name"": ""Handmade Films Ltd."", ""id"": 146}]",1981-07-13,42365581,116.0,6.6,249
2827,12000000,0.7972,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",Crossroads,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""MTV Films"", ""id"": 746}]",2002-02-15,61141030,93.0,4.7,158
2828,12000000,0.6597,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",Project X,"[{""name"": ""Silver Pictures"", ""id"": 1885}, {""name"": ""Green Hat Films"", ""id"": 3527}]",2012-03-01,100000000,88.0,6.5,1564
2829,12000000,-0.8689,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",Patton,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}]",1970-01-25,89800000,172.0,7.3,323
2830,12000000,-0.2714,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",One Hour Photo,"[{""name"": ""Fox Searchlight Pictures"", ""id"": 43}, {""name"": ""Catch 23 Entertainment"", ""id"": 7053}]",2002-08-21,52223306,96.0,6.6,435
2831,12000000,-0.8271,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",Quarantine,"[{""name"": ""Vertigo Entertainment"", ""id"": 829}, {""name"": ""Screen Gems"", ""id"": 3287}, {""name"": ""Andale Pictures"", ""id"": 22791}]",2008-10-10,40855419,89.0,5.5,339
2832,12000000,-0.6908,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",The Eye,"[{""name"": ""Paramount Vantage"", ""id"": 838}, {""name"": ""VN Productions"", ""id"": 4622}]",2008-02-01,56309766,98.0,5.5,281
2833,12000000,-0.803,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",Johnson Family Vacation,"[{""name"": ""Fox Searchlight Pictures"", ""id"": 43}, {""name"": ""Bird and a Bear Entertainment"", ""id"": 4342}, {""name"": ""Hallway Pictures"", ""id"": 11051}, {""name"": ""Catch Productions"", ""id"": 11052}]",2004-04-07,31179516,97.0,4.7,30
2834,12000000,0.431,"[{""id"": 35, ""name"": ""Comedy""}]",How High,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Jersey Films"", ""id"": 216}, {""name"": ""Native Pictures Productions"", ""id"": 45689}]",2001-12-21,31155435,93.0,6.3,218
2835,0,-0.4215,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}]",The Muppet Christmas Carol,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Jim Henson Company, The"", ""id"": 6254}]",1992-12-10,27281507,85.0,7.2,212
2836,12000000,0.7096,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",Frida,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Lions Gate Films"", ""id"": 35}, {""name"": ""Ventanarosa Productions"", ""id"": 689}, {""name"": ""Handprint Entertainment"", ""id"": 690}]",2002-08-29,56298474,123.0,7.3,383
2837,12000000,0.9169,"[{""id"": 99, ""name"": ""Documentary""}, {""id"": 10402, ""name"": ""Music""}]",Katy Perry: Part of Me,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Imagine Entertainment"", ""id"": 23}, {""name"": ""MTV Films"", ""id"": 746}, {""name"": ""Insurge Pictures"", ""id"": 7377}]",2012-06-28,32726956,93.0,6.5,85
2838,12000000,-0.2846,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]",The Fault in Our Stars,"[{""name"": ""Fox 2000 Pictures"", ""id"": 711}, {""name"": ""Temple Hill Entertainment"", ""id"": 12292}, {""name"": ""TSG Entertainment"", ""id"": 22213}]",2014-05-16,307166834,125.0,7.6,3759
2839,12000000,0.743,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",Rounders,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Spanky Pictures"", ""id"": 1566}]",1998-09-11,22921898,121.0,6.9,439
