budget,genres,original_title,popularity,production_companies,release_date,revenue,runtime,vote_average,vote_count,overview,normalized_budget,normalized_revenue,normalized_popularity,compound_score,released_year,released_month
15000000,"[{""id"": 35, ""name"": ""Comedy""}]",Kindergarten Cop,5.411154,"[{""name"": ""Imagine Entertainment"", ""id"": 23}, {""name"": ""Universal Pictures"", ""id"": 33}]",1990-12-21,201957688,111.0,5.8,628,"Hard-edged cop John Kimble gets more than he bargained for when he goes undercover as a kindergarten teacher to get the goods on a brutal drug lord while at the same time protecting the man's young son. Pitted against a class of boisterous moppets whose antics try his patience and test his mettle, Kimble may have met his match … in more ways than one.",290.3427718821572,224.63772678013822,2.047364707559943,-0.6249,1990,12
27000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",Pineapple Express,41.832392,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Apatow Productions"", ""id"": 10105}]",2008-08-06,101624843,111.0,6.6,1148,A stoner and his dealer are forced to go on the run from the police after the pothead witnesses a cop commit a murder.,339.56034590528554,195.14420526191142,5.806836814281472,-0.7579,2008,8
26000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}]",EverAfter,21.988861,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}]",1998-07-31,65705772,121.0,6.8,399,"A unique 16th century woman, Danielle possesses a love of books, and can easily quote from Sir Thomas More’s Utopia. An intriguing mix of tomboyish athleticism and physical beauty, she has more than enough charm to capture the heart of a prince ... after beaning him with an apple.",336.16633047819556,178.41433642315053,4.436703309793846,0.9241,1998,7
22000000,"[{""id"": 37, ""name"": ""Western""}]",Open Range,19.068175,"[{""name"": ""Tig Productions"", ""id"": 335}, {""name"": ""Touchstone Pictures"", ""id"": 9195}, {""name"": ""Beacon Pictures"", ""id"": 10157}, {""name"": ""Cobalt Media Group"", ""id"": 18619}]",2003-08-29,68296293,139.0,7.0,262,A former gunslinger is forced to take up arms again when he and his cattle crew are threatened by a corrupt lawman.,321.5414263845571,179.83946357394683,4.158603337982058,-0.7184,2003,8
26000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",Flatliners,24.114459,"[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Stonebridge Entertainment"", ""id"": 5738}]",1990-08-09,61489265,115.0,6.3,404,"Five medical students want to find out if there is life after death. They plan to stop one of their hearts for a few seconds, thus simulating death, and then bring the person back to life. A science fiction thriller from the early 1990's with a star studded cast.",336.16633047819556,175.9955125110141,4.621504266817837,-0.8519,1990,8
22000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",A Bridge Too Far,20.256570999999997,"[{""name"": ""United Artists"", ""id"": 60}, {""name"": ""Joseph E. Levine Productions"", ""id"": 11503}]",1977-06-15,50750000,175.0,6.9,207,Tells the story of operation Market Garden. A failed attempt by the allies in the latter stages of WWII to end the war quickly by securing three bridges in Holland allowing access over the Rhine into Germany. A combination of poor allied intelligence and the presence of two crack German panzer divisions meant that the final part of this operation (the bridge in Arnhem over the Rhine) was doomed to failure.,321.5414263845571,169.17337760321237,4.275509416201829,-0.9246,1977,6
26000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",Red Eye,8.802626,"[{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Craven-Maddalena Films"", ""id"": 1600}, {""name"": ""BenderSpink"", ""id"": 6363}]",2005-08-04,57891803,85.0,6.2,455,"After attending the funeral of her grandmother in Dallas, the Lux Atlantic Hotel manager Lisa is waiting for a flight to Miami. Due to the bad weather and consequent flight delay, she meets in the airport bar Jack Rippner, who is also in the waiting list. They sit together in the plane, and Jack reveals that he wants Lisa to change the room in Lux of an important American politician to facilitate a terrorist attempt against him. Otherwise, Lisa's father will be killed by a hit man. Lisa has to decide what to do with the menacing man at her side.",336.16633047819556,173.8245568321874,2.794021330622848,-0.9493,2005,8
26000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}]",Final Destination 2,37.355826,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Zide-Perry Productions"", ""id"": 3169}]",2003-01-31,90426405,90.0,5.9,1023,"When Kimberly has a violent premonition of a highway pileup she blocks the freeway, keeping a few others meant to die, safe...Or are they? The survivors mysteriously start dying and it's up to Kimberly to stop it before she's next.",336.16633047819556,190.52123519774494,5.551353806305123,-0.9153,2003,1
26000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]","O Brother, Where Art Thou?",39.742009,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Mike Zoss Productions"", ""id"": 2092}, {""name"": ""Studio Canal"", ""id"": 5870}, {""name"": ""Touchstone Pictures"", ""id"": 9195}, {""name"": ""Working Title Films"", ""id"": 10163}]",2000-08-30,71868327,106.0,7.3,1112,"In the deep south during the 1930s, three escaped convicts search for hidden treasure while a relentless lawman pursues them. On their journey they come across many comical characters and incredible situations. Based upon Homer's 'Odyssey'.",336.16633047819556,181.7352635788128,5.690330533228743,0.34,2000,8
26000000,"[{""id"": 27, ""name"": ""Horror""}]",Legion,30.981603999999997,"[{""name"": ""Bold Films"", ""id"": 2266}]",2010-01-21,67918658,100.0,5.2,629,"When God loses faith in humankind, he sends his legion of angels to bring on the Apocalypse. Humanity's only hope for survival lies in a group of strangers trapped in an out-of-the-way, desert diner with the Archangel Michael.",336.16633047819556,179.63443653778916,5.1428180082567785,-0.1779,2010,1
25000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 28, ""name"": ""Action""}]",Pain & Gain,31.893932,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""De Line Pictures"", ""id"": 2609}]",2013-04-18,86175291,130.0,6.1,1573,"Daniel Lugo, manager of the Sun Gym in 1990s Miami, decides that there is only one way to achieve his version of the American dream: extortion. To achieve his goal, he recruits musclemen Paul and Adrian as accomplices. After several failed attempts, they abduct rich businessman Victor Kershaw and convince him to sign over all his assets to them. But when Kershaw makes it out alive, authorities are reluctant to believe his story.",332.67472701395724,188.6457925278524,5.205086299009782,0.5267,2013,4
26000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",Clockstoppers,5.894163,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Nickelodeon Movies"", ""id"": 2348}, {""name"": ""Valhalla Motion Pictures"", ""id"": 11533}]",2002-03-17,38793283,94.0,4.9,89,"Until now, Zak Gibbs' greatest challenge has been to find a way to buy a car. But when he discovers an odd wristwatch amidst his father's various inventions and slips it on -- something very strange happens. The world around him seems to come to a stop, everything and everybody frozen in time. Zak quickly learns how to manipulate the device and he and his quick-witted and beautiful new friend, Francesca, start to have some real fun.",336.16633047819556,160.0544228359503,2.1728057704108537,0.8875,2002,3
26000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10752, ""name"": ""War""}]",Brothers,22.07638,"[{""name"": ""Lionsgate"", ""id"": 1632}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Sighvatsson Films"", ""id"": 11369}, {""name"": ""Michael De Luca Productions"", ""id"": 11370}, {""name"": ""Palomar Pictures (II)"", ""id"": 11371}]",2009-01-27,43318349,104.0,6.8,633,"When his helicopter goes down during his fourth tour of duty in Afghanistan, Marine Sam Cahill is presumed dead. Back home, brother Tommy  steps in to look over Sam’s wife, Grace, and two children. Sam’s surprise homecoming triggers domestic mayhem.",336.16633047819556,163.73995006684234,4.444581039227752,-0.1027,2009,1
26000000,"[{""id"": 35, ""name"": ""Comedy""}]",Agent Cody Banks 2: Destination London,10.925618,"[{""name"": ""Splendid Pictures"", ""id"": 368}, {""name"": ""Maverick Films"", ""id"": 4000}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}, {""name"": ""Dylan Sellers Productions"", ""id"": 8807}, {""name"": ""Madacy Entertainment"", ""id"": 12027}]",2004-12-03,28818995,100.0,5.2,144,"With all-new gadgets, high-flying action, exciting chases and a wisecracking new handler, Derek (Anthony Anderson), Cody has to retrieve the device before the world's leaders fall under the evil control of a diabolical villain.",336.16633047819556,150.52169094473228,3.1522397233973827,-0.7506,2004,12
56000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",New Year's Eve,21.219292000000003,"[{""name"": ""New Line Cinema"", ""id"": 12}]",2011-12-08,142044638,118.0,5.7,718,The lives of several couples and singles in New York intertwine over the course of New Year's Eve.,412.24812978772894,209.0185677567285,4.366360545699689,0.0,2011,12
42000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 10749, ""name"": ""Romance""}]",Original Sin,14.831401999999999,"[{""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]",2001-08-03,35402320,118.0,5.8,198,"A young man is plunged into a life of subterfuge, deceit and mistaken identity in pursuit of a femme fatale whose heart is never quite within his grasp",381.90707759813887,157.06000303738423,3.6891499479231578,-0.6705,2001,8
26000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}]",The Raven,22.520842000000002,"[{""name"": ""Relativity Media"", ""id"": 7295}]",2012-03-09,29657751,111.0,6.1,426,"A fictionalized account of the last days of Edgar Allan Poe's life, in which the poet is in pursuit of a serial killer whose murders mirror those in the writer's stories.",336.16633047819556,151.41731917685723,4.484216613207687,-0.8519,2012,3
30000000,"[{""id"": 35, ""name"": ""Comedy""}]",Welcome to Mooseport,3.3140940000000003,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Intermedia Films"", ""id"": 763}, {""name"": ""Mediastream Vierte Film GmbH & Co. Vermarktungs KG"", ""id"": 19354}, {""name"": ""Mooseport Productions"", ""id"": 89720}]",2004-02-24,14000000,110.0,4.8,54,"A US president (Gene Hackman) who has retired after two terms in office returns to his hometown of Mooseport, Maine and decides to run for Mayor against another local candidate (Ray Romano).",349.2159035948029,129.5955830808804,1.3721533078801984,0.0,2004,2
26000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]",Highlander III: The Sorcerer,7.9644509999999995,"[{""name"": ""Trans-Film"", ""id"": 2662}, {""name"": ""Initial Groupe"", ""id"": 22240}, {""name"": ""Lumi\u00e8re Pictures"", ""id"": 25129}, {""name"": ""Fallingcloud"", ""id"": 30655}]",1994-11-29,36800000,99.0,4.5,110,"Starts off in the 15th century, with Connor McLeod (Christopher Lambert) training with another immortal swordsman, the Japanese sorcerer Nakano (Mako). When an evil immortal named Kane (Mario Van Peebles) kills the old wizard, the resulting battle leaves him buried in an underground cave. When Kane resurfaces in the 20th century to create havoc, it's up to McLeod to stop him.",336.16633047819556,158.3208961160625,2.6338401411778785,-0.91,1994,11
25530000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}]",Flipper,4.475007,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""The Bubble Factory"", ""id"": 27128}, {""name"": ""American Films"", ""id"": 38181}]",1996-05-17,20080020,95.0,5.3,84,"Sandy Ricks is sent by his mom to Coral Key, a rustic island in the Florida keys, to spend the summer with his uncle Porter Ricks. Sandy dislikes everything about his new environment until a new friend comes into his life, a dolphin named Flipper, that brings uncle and nephew together and leads Sandy on the summer adventure of a lifetime.",334.5378343373977,139.67149714104906,1.7770283084677,0.4215,1996,5
26000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",Self/less,66.097437,"[{""name"": ""Endgame Entertainment"", ""id"": 1205}, {""name"": ""Ram Bergman Productions"", ""id"": 11092}]",2015-07-10,30523226,116.0,6.3,1091,An extremely wealthy elderly man dying from cancer undergoes a radical medical procedure that transfers his consciousness to the body of a healthy young man but everything may not be as good as it seems when he starts to uncover the mystery of the body's origins and the secret organization that will kill to keep its secrets.,336.16633047819556,152.32048606607262,6.90722527172292,-0.8913,2015,7
25000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",The Constant Gardener,20.679651999999997,"[{""name"": ""Studio Babelsberg"", ""id"": 264}, {""name"": ""Epsilon Motion Pictures"", ""id"": 1171}, {""name"": ""UK Film Council"", ""id"": 2452}, {""name"": ""Scion Films"", ""id"": 7419}, {""name"": ""Focus Features"", ""id"": 10146}, {""name"": ""Blue Sky Films"", ""id"": 33680}, {""name"": ""Potboiler Productions"", ""id"": 36615}]",2005-08-31,82466670,129.0,6.8,417,"Justin Quayle is a low-level British diplomat who has always gone about his work very quietly, not causing any problems. But after his radical wife Tessa is killed he becomes determined to find out why, thrusting himself into the middle of a very dangerous conspiracy.",332.67472701395724,186.94823861426252,4.315840367971287,-0.934,2005,8
30000000,"[{""id"": 18, ""name"": ""Drama""}]",The Passion of the Christ,38.171417,"[{""name"": ""Icon Productions"", ""id"": 152}, {""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}]",2004-02-25,611899420,127.0,6.9,864,"""The Passion of the Christ"" is a film about the last 12 hours in the life of Jesus. Director Mel Gibson received much criticism from critics and audiences for his explicit depiction of and focus on violence and on christs suffering, especially on the part of the jewish community. The films languages are Arabic, Latin and Hebrew and its actors are laymen which was controversially received as well.",349.2159035948029,281.6851116421122,5.599613646983698,-0.8519,2004,2
25000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",Mrs. Doubtfire,30.884534999999996,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Blue Wolf"", ""id"": 10230}]",1993-11-24,441286195,125.0,7.0,1591,"Loving but irresponsible dad Daniel Hillard, estranged from his exasperated spouse, is crushed by a court order allowing only weekly visits with his kids. When Daniel learns his ex needs a housekeeper, he gets the job -- disguised as an English nanny. Soon he becomes not only his children's best pal but the kind of parent he should have been from the start.",332.67472701395724,263.5283680769007,5.1361091576182005,-0.6858,1993,11
25000000,"[{""id"": 18, ""name"": ""Drama""}]",Rain Man,49.510658,"[{""name"": ""United Artists"", ""id"": 60}, {""name"": ""Star Partners II Ltd."", ""id"": 206}]",1988-12-11,412800000,133.0,7.6,1709,Selfish yuppie Charlie Babbitt's father left a fortune to his savant brother Raymond and a pittance to Charlie; they travel cross-country.,332.67472701395724,259.96550886414184,6.199287754837379,-0.4767,1988,12
33000000,"[{""id"": 18, ""name"": ""Drama""}]",Gran Torino,50.7453,"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""Malpaso Productions"", ""id"": 171}, {""name"": ""Gerber Pictures"", ""id"": 975}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Double Nickel Entertainment"", ""id"": 10138}, {""name"": ""Matten Productions"", ""id"": 27351}, {""name"": ""WV Films IV"", ""id"": 27352}]",2008-12-09,269958228,116.0,7.8,3086,"Walt Kowalski is a widower who holds onto his prejudices despite the changes in his Michigan neighborhood and the world around him. Kowalski is a grumpy, tough-minded, unhappy old man who can't get along with either his kids or his neighbors. He is a Korean War veteran whose prize possession is a 1972 Gran Torino he keeps in mint condition. When his neighbor Thao, a young Hmong teenager under pressure from his gang member cousin, tries to steal his Gran Torino, Kowalski sets out to reform the youth. Drawn against his will into the life of Thao's family, Kowalski is soon taking steps to protect them from the gangs that infest their neighborhood.",358.18411738412306,238.37213587708533,6.257886186606907,-0.8402,2008,12
25100000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",W.,10.445391,"[{""name"": ""Ixtlan Productions"", ""id"": 525}, {""name"": ""Emperor Motion Pictures"", ""id"": 2726}, {""name"": ""Global Entertainment Group"", ""id"": 2727}]",2008-10-17,29506464,131.0,6.1,143,"Whether you love him or hate him, there is no question that George W. Bush is one of the most controversial public figures in recent memory. W takes viewers through Bush’s eventful life -- his struggles and triumphs, how he found both his wife and his faith, and of course the critical days leading up to Bush’s decision to invade Iraq.",333.0284691584441,151.2572848675882,3.076297246192144,-0.2006,2008,10
25000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",Taken,80.879032,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""M6 Films"", ""id"": 1115}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""TPS Star"", ""id"": 6586}, {""name"": ""Grive Productions"", ""id"": 6877}, {""name"": ""EuropaCorp"", ""id"": 6896}, {""name"": ""M6"", ""id"": 11261}, {""name"": ""Wintergreen Productions"", ""id"": 11845}, {""name"": ""All Pictures Media"", ""id"": 23614}]",2008-02-18,226830568,93.0,7.2,4369,"While vacationing with a friend in Paris, an American girl is kidnapped by a gang of human traffickers intent on selling her into forced prostitution. Working against the clock, her ex-spy father must pull out all the stops to save her. But with his best years possibly behind him, the job may be more than he can handle.",332.67472701395724,230.03883717480113,7.429279411353114,0.8271,2008,2
26000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",The Best of Me,33.93914,"[{""name"": ""Relativity Media"", ""id"": 7295}]",2014-10-16,35926213,117.0,7.2,765,A pair of former high school sweethearts reunite after many years when they return to visit their small hometown.,336.16633047819556,157.5372125471365,5.339792162026009,0.5859,2014,10
25000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",The Bodyguard,26.576385,"[{""name"": ""Tig Productions"", ""id"": 335}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Kasdan Pictures"", ""id"": 13040}]",1992-11-25,411006740,129.0,6.1,661,"A former Secret Service agent grudgingly takes an assignment to protect a pop idol who's threatened by a crazed fan. At first, the safety-obsessed bodyguard and the self-indulgent diva totally clash. But before long, all that tension sparks fireworks of another sort, and the love-averse tough guy is torn between duty and romance.",332.67472701395724,259.7347116792628,4.8203176193370725,0.2263,1992,11
25000000,"[{""id"": 18, ""name"": ""Drama""}]",The Help,42.191509,"[{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""1492 Pictures"", ""id"": 436}, {""name"": ""Participant Productions"", ""id"": 2030}, {""name"": ""Imagenation Abu Dhabi FZ"", ""id"": 6736}, {""name"": ""Reliance Entertainment"", ""id"": 7294}, {""name"": ""Touchstone Pictures"", ""id"": 9195}]",2011-08-09,124272124,146.0,7.8,1910,"Aibileen Clark is a middle-aged African-American maid who has spent her life raising white children and has recently lost her only son; Minny Jackson is an African-American maid who has often offended her employers despite her family's struggles with money and her desperate need for jobs; and Eugenia ""Skeeter"" Phelan is a young white woman who has recently moved back home after graduating college to find out her childhood maid has mysteriously disappeared. These three stories intertwine to explain how life in Jackson, Mississippi revolves around ""the help""; yet they are always kept at a certain distance because of racial lines.",332.67472701395724,203.3684046715703,5.826393323326366,-0.509,2011,8
28000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",The Fifth Estate,20.267062,"[{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Participant Media"", ""id"": 6735}, {""name"": ""Reliance Entertainment"", ""id"": 7294}, {""name"": ""Touchstone Pictures"", ""id"": 9195}, {""name"": ""Anonymous Content"", ""id"": 10039}]",2013-10-11,8555008,128.0,5.7,364,"A look at the relationship between WikiLeaks founder Julian Assange and his early supporter and eventual colleague Daniel Domscheit-Berg, and how the website's growth and influence led to an irreparable rift between the two friends.",342.8629686403328,116.95941440311567,4.2765173835732195,0.7783,2013,10
30000000,"[{""id"": 27, ""name"": ""Horror""}]",Freddy vs. Jason,26.69592,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Cecchi Gori Group Tiger Cinematografica"", ""id"": 371}, {""name"": ""Avery Pix"", ""id"": 1565}, {""name"": ""Sean S. Cunningham Films"", ""id"": 17611}, {""name"": ""Crystal Lake Entertainment"", ""id"": 21783}, {""name"": ""WTC Productions"", ""id"": 50102}, {""name"": ""Yannix Technology Corporation"", ""id"": 53063}]",2003-08-15,114908830,97.0,5.8,594,"Evil dream-demon Freddy Krueger devises a plan to manipulate the unstoppable Jason Vorhees into hacking up the teenagers of Elm Street in an effort to make people remember the name Freddy Krueger, thus freeing him from limbo.",349.2159035948029,200.12675948288717,4.829599451325483,-0.4767,2003,8
25000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]",Jimmy Neutron: Boy Genius,12.739721000000001,"[{""name"": ""Nickelodeon Movies"", ""id"": 2348}, {""name"": ""Universal Cartoon Studios"", ""id"": 4285}, {""name"": ""Paramount Animation"", ""id"": 24955}]",2001-12-21,80936232,83.0,5.6,231,"Jimmy Neutron is a boy genius and way ahead of his friends, but when it comes to being cool, he's a little behind. All until one day when his parents, and parents all over Earth are kidnapped by aliens, it's up to him to lead all the children of the world to rescue their parents.",332.67472701395724,186.22986885577276,3.4175523030088892,0.8573,2001,12
25000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",Cloverfield,46.942396,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Bad Robot"", ""id"": 11461}]",2008-01-15,170764026,85.0,6.4,2251,"Five young New Yorkers throw their friend a going-away party the night that a monster the size of a skyscraper descends upon the city. Told from the point of view of their video camera, the film is a document of their attempt to survive the most surreal, horrifying event of their lives.",332.67472701395724,217.05403467128923,6.073651203170075,0.2315,2008,1
25000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",Teenage Mutant Ninja Turtles II: The Secret of the Ooze,15.505137,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Golden Harvest Company"", ""id"": 2521}]",1991-03-22,78000000,88.0,5.8,286,"The Turtles and the Shredder battle once again, this time for the last cannister of the ooze that created the Turtles, which Shredder wants to create an army of new mutants.",332.67472701395724,184.82065602328598,3.7702591677196353,0.128,1991,3
25000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 53, ""name"": ""Thriller""}]",The Untouchables,38.272889,"[{""name"": ""Paramount Pictures"", ""id"": 4}]",1987-06-02,76270454,119.0,7.6,1384,"Young Treasury Agent Elliot Ness arrives in Chicago and is determined to take down Al Capone, but it's not going to be easy because Capone has the police in his pocket. Ness meets Jimmy Malone, a veteran patrolman and probably the most honorable one on the force. He asks Malone to help him get Capone, but Malone warns him that if he goes after Capone, he is going to war.",332.67472701395724,183.97060331587986,5.605561595004148,0.8289,1987,6
25000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",No Country for Old Men,53.645267000000004,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Scott Rudin Productions"", ""id"": 258}, {""name"": ""Paramount Vantage"", ""id"": 838}, {""name"": ""Mike Zoss Productions"", ""id"": 2092}]",2007-11-08,171600000,122.0,7.7,3003,"Llewelyn Moss stumbles upon dead bodies, $2 million and a hoard of heroin in a Texas desert, but methodical killer Anton Chigurh comes looking for it, with local sheriff Ed Tom Bell hot on his trail. The roles of prey and predator blur as the violent pursuit of money and justice collide.",332.67472701395724,217.27119821796305,6.39127980258833,-0.9001,2007,11
25000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",Ride Along,28.468000000000004,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Rainforest Films"", ""id"": 1309}, {""name"": ""Cube Vision"", ""id"": 2780}, {""name"": ""Relativity Media"", ""id"": 7295}]",2014-01-07,153997819,99.0,6.1,853,"For the past two years, high-school security guard Ben has been trying to show decorated APD detective James that he's more than just a video-game junkie who's unworthy of James' sister, Angela. When Ben finally gets accepted into the academy, he thinks he's earned the seasoned policeman's respect and asks for his blessing to marry Angela. Knowing that a ride along will demonstrate if Ben has what it takes to take care of his sister, James invites him on a shift designed to scare the hell out of the trainee. But when the wild night leads them to the most notorious criminal in the city, James will find that his new partner's rapid-fire mouth is just as dangerous as the bullets speeding at it.",332.67472701395724,212.50791257333745,4.963544421034221,-0.9307,2014,1
25000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]",Bridget Jones's Diary,35.310712,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Studio Canal"", ""id"": 5870}, {""name"": ""Working Title Films"", ""id"": 10163}, {""name"": ""Little Bird"", ""id"": 11358}]",2001-04-13,281929795,97.0,6.5,1356,"A chaotic Bridget Jones meets a snobbish lawyer, and he soon enters her world of imperfections.",332.67472701395724,240.49507505637817,5.426628361757578,-0.6249,2001,4
25000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",Chocolat,28.727731,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""David Brown Productions"", ""id"": 903}, {""name"": ""Fat Free"", ""id"": 65781}]",2000-12-14,152500343,121.0,6.8,951,"A fable of emotional liberation and chocolate. A mother and daughter move to a small French town where they open a chocolate shop. The town, religious and morally strict, is against them as they represent free-thinking and indulgence. When a group of Boat Gypsies float down the river the prejudices of the Mayor leads to a crisis.",332.67472701395724,212.08290550433108,4.982626906332284,-0.743,2000,12
45000000,"[{""id"": 35, ""name"": ""Comedy""}]","Legally Blonde 2: Red, White & Blonde",4.340616000000001,"[{""name"": ""Type A Films"", ""id"": 2308}, {""name"": ""Marc Platt Productions"", ""id"": 2527}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]",2003-07-02,124914842,95.0,5.1,377,"After Elle Woods, the eternally perky, fashionably adventurous, famously blonde Harvard Law grad gets fired by her law firm because of her opposition to animal testing, she takes her fight to Washington. As an aide for Congresswoman Victoria Rudd, she pushes for a bill to ban testing once and for all, but it's her building's doorman who advises her on how to get her way on the Hill.",388.97553546855005,203.58366408027123,1.7346829258717607,-0.5719,2003,7
