budget,genres,original_title,popularity,production_companies,release_date,revenue,runtime,vote_average,vote_count,overview,compound_score
16000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}]",The Roommate,11.807269,"[{'name': 'Vertigo Entertainment', 'id': 829}, {'name': 'Screen Gems', 'id': 3287}]",2011-02-04,40492759,91.0,5.3,224,"When Sara (Minka Kelly), a young design student from Iowa, arrives for college in Los Angeles, she is eager to fit in and get to know the big city. Her wealthy roommate, Rebecca (Leighton Meester), is more than eager to take Sara under her wing and show her the ropes. The two become close, but when Sara begins to branch out and make more friends on campus, Rebecca becomes resentful. Alarmed, Sara moves in with her new boyfriend, causing Rebecca's behavior to take a violent turn.",-0.6137
17700000,"[{'id': 9648, 'name': 'Mystery'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",Joe Dirt,15.976335,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Happy Madison Productions', 'id': 2608}]",2001-04-10,30987695,91.0,5.5,242,"Joe Dirt is a janitor with a mullet hairdo, acid-washed jeans and a dream to find the parents that he lost at the Grand Canyon when he was a belligerent, trailer park-raised eight-year-old. Now, blasting Van Halen in his jacked-up economy car, the irrepressibly optimistic Joe hits the road alone in search of his folks.",0.1531
15000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",Double Impact,10.484642,"[{'name': 'Stone Group Pictures', 'id': 3470}]",1991-08-10,30102717,110.0,5.3,215,"Jean Claude Van Damme plays a dual role as Alex and Chad, twins separated at the death of their parents. Chad is raised by a family retainer in Paris, Alex becomes a petty crook in Hong Kong. Seeing a picture of Alex, Chad rejoins him and convinces him that his rival in Hong Kong is also the man who killed their parents. Alex is suspicious of Chad, especially when it comes to his girlfriend.",-0.875
12000000,"[{'id': 80, 'name': 'Crime'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",Hot Fuzz,38.623178,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Big Talk Productions', 'id': 443}, {'name': 'StudioCanal', 'id': 694}, {'name': 'GAGA', 'id': 3656}, {'name': 'Working Title Films', 'id': 10163}]",2007-02-14,80573774,121.0,7.4,2199,"Top London cop, PC Nicholas Angel is good. Too good.  To stop the rest of his team from looking bad, he is reassigned to the quiet town of Sandford, paired with simple country cop, and everything seems quiet until two actors are found decapitated. It is addressed as an accident, but Angel isn't going to accept that, especially when more and more people turn up dead.",-0.8841
15000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",Vicky Cristina Barcelona,32.758254,"[{'name': 'The Weinstein Company', 'id': 308}, {'name': 'Gravier Productions', 'id': 1824}, {'name': 'Antena 3 Films', 'id': 6538}, {'name': 'Televisió de Catalunya (TV3)', 'id': 8530}, {'name': 'Antena 3 Televisión', 'id': 11737}, {'name': 'Mediapro', 'id': 12010}]",2008-08-15,96408652,96.0,6.7,1020,"Two girlfriends on a summer holiday in Spain become enamored with the same painter, unaware that his ex-wife, with whom he has a tempestuous relationship, is about to re-enter the picture.",0.2263
16000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",Boys and Girls,9.119797,"[{'name': 'Punch 21 Productions', 'id': 13158}]",2000-06-16,20627372,94.0,5.4,103,"Ryan and Jennifer are opposites who definitely do not attract. At least that's what they always believed. When they met as twelve-year-olds, they disliked one another. When they met again as teenagers, they loathed each other. But when they meet in college, the uptight Ryan and the free-spirited Jennifer find that their differences bind them together and a rare friendship develops.",-0.2858
0,"[{'id': 18, 'name': 'Drama'}]",White Oleander,9.423866,"[{'name': 'Pandora Filmproduktion', 'id': 254}, {'name': 'John Wells Productions', 'id': 1512}, {'name': 'Gaylord Films', 'id': 5367}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Oleandor Productions', 'id': 12426}]",2002-10-11,0,109.0,7.2,108,A teenager journeys through a series of foster homes after her mother goes to prison for committing a crime of passion.,-0.5423
16000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",Jennifer's Body,32.257414000000004,"[{'name': 'Dune Entertainment', 'id': 444}, {'name': 'Fox Atomic', 'id': 2890}]",2009-09-18,31556061,100.0,5.3,837,A newly possessed cheerleader turns into a killer who specializes in offing her male classmates. Can her best friend put an end to the horror?,0.0772
16000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",Radio Days,7.612849000000001,"[{'name': 'Orion Pictures', 'id': 41}]",1987-01-30,0,90.0,7.0,127,"The Narrator (Woody Allen) tells us how the radio influenced his childhood in the days before TV. In the New York City of the late 1930s to the New Year's Eve 1944, this coming-of-age tale mixes the narrator's experiences with contemporary anecdotes and urban legends of the radio stars.",0.0
20000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",Remember Me,36.764666,"[{'name': 'Summit Entertainment', 'id': 491}]",2010-03-12,0,113.0,6.9,948,"Still reeling from a heartbreaking family event and his parents' subsequent divorce, Tyler Hawkins discovers a fresh lease on life when he meets Ally Craig, a gregarious beauty who witnessed her mother's death. But as the couple draws closer, the fallout from their separate tragedies jeopardizes their love.",0.3716
20000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]",My Stepmother is an Alien,9.455596,"[{'name': 'Weintraub Entertainment Group', 'id': 6313}, {'name': 'The Catalina Production Group', 'id': 6314}]",1988-12-09,13854000,108.0,5.3,131,"Trying to rescue her home planet from destruction, a gorgeous extraterrestrial named Celeste arrives on Earth and begins her scientific research. She woos quirky scientist Dr. Steve Mills, a widower with a young daughter. Before long, Celeste finds herself in love with Steve and her new life on Earth, where she experiences true intimacy for the first time. But when she loses sight of her mission, she begins to question where she belongs.",0.431
26000000,"[{'id': 18, 'name': 'Drama'}]",Philadelphia,44.301745000000004,"[{'name': 'TriStar Pictures', 'id': 559}, {'name': 'Clinica Estetico', 'id': 1274}]",1993-12-22,206678440,125.0,7.6,988,No one would take his case until one man was willing to take on the system. Two competing lawyers join forces to sue a prestigious law firm for AIDS discrimination. As their unlikely friendship develops their courage overcomes the prejudice and corruption of their powerful adversaries.,0.5574
16000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 9648, 'name': 'Mystery'}]",The Thirteenth Floor,19.890428,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Centropolis Film Productions', 'id': 620}]",1999-04-16,18564088,100.0,6.8,378,"Computer scientist Hannon Fuller has discovered something extremely important. He's about to tell the discovery to his colleague, Douglas Hall, but knowing someone is after him, the old man leaves a letter in his computer generated parallel world that's just like the 30's with seemingly real people with real emotions.",0.5854
16000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",Hollywood Ending,8.711782000000001,"[{'name': 'DreamWorks SKG', 'id': 27}]",2002-05-03,0,112.0,6.4,113,"Woody Allen stars as Val Waxman, a two-time Oscar winner turned washed-up, neurotic director in desperate need of a comeback. When it comes, Waxman finds himself backed into a corner: Work for his ex-wife Ellie or forfeit his last shot. Is Val blinded by love when he opts for the reconnect? Is love blind when it comes to Ellie's staunch support? Literally and figuratively, the proof is the picture.",0.8738
16000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}]",Highlander,29.253833,"[{'name': 'Davis-Panzer Productions', 'id': 2737}, {'name': 'Thorn EMI Screen Entertainment', 'id': 6179}]",1986-03-07,5900000,116.0,6.8,624,He fought his first battle on the Scottish Highlands in 1536. He will fight his greatest battle on the streets of New York City in 1986. His name is Connor MacLeod. He is immortal.,-0.4404
16000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",The Immigrant,13.832464000000002,"[{'name': 'Kingsgate Films', 'id': 770}, {'name': 'Worldview Entertainment', 'id': 9015}]",2013-07-03,5867686,117.0,6.2,250,An innocent immigrant woman is tricked into a life of burlesque and vaudeville until a dazzling magician tries to save her and reunite her with her sister who is being held in the confines of Ellis Island.,0.6124
20000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",Trance,38.802415,"[{'name': 'Cloud Eight Films', 'id': 6708}, {'name': 'Pathé', 'id': 7981}, {'name': 'Decibel Films', 'id': 8286}, {'name': 'Film4', 'id': 9349}]",2013-03-27,24261569,101.0,6.5,956,"A fine art auctioneer mixed up with a gang, joins forces with a hypnotherapist to recover a lost painting. As boundaries between desire, reality and hypnotic suggestion begin to blur, the stakes rise faster than anyone could have anticipated.",0.296
16000000,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",Soul Plane,9.400404,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]",2004-05-28,14822346,86.0,4.7,108,"Following a ridiculously awful flight that leads to his pet's death, Nashawn Wade files a lawsuit against the airline, and wins a multimillion-dollar settlement. Determined to create a better flying experience, Nashawn starts his own airline, one that caters to an African-American clientele. Going into business with a tricked-out plane piloted by the smooth Capt. Mack, the airline hits a snag when it has to deal with the family of Elvis Hunkee.",-0.0258
11000000,"[{'id': 35, 'name': 'Comedy'}]",Bienvenue chez les ch'tis,18.923181,"[{'name': 'Centre National de la Cinématographie', 'id': 310}, {'name': 'TF1 Films Productions', 'id': 356}, {'name': 'Pathé Renn Productions', 'id': 866}, {'name': 'Hirsch', 'id': 2355}, {'name': 'Canal+', 'id': 5358}, {'name': 'CinéCinéma', 'id': 6301}, {'name': 'Région Nord-Pas-de-Calais', 'id': 11434}, {'name': 'Les Productions du Chicon', 'id': 11544}, {'name': 'Centre Régional des Ressources Audiovisuelles (CRRAV)', 'id': 11545}]",2008-01-09,53191886,106.0,6.8,615,"Although living a comfortable life in Salon-de-Provence, a charming town in the South of France, Julie has been feeling depressed for a while. To please her, Philippe Abrams, a post office administrator, her husband, tries to obtain a transfer to a seaside town, on the French Riviera, at any cost. The trouble is that he is caught red-handed while trying to scam an inspector. Philippe is immediately banished to the distant unheard of town of Bergues, in the Far North of France...",0.0516
13000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}]",Enter the Void,20.39955,"[{'name': 'BIM Distribuzione', 'id': 225}, {'name': 'Wild Bunch', 'id': 856}]",2009-05-05,754249,161.0,7.2,387,"This psychedelic tour of life after death is seen entirely from the point of view of Oscar (Nathaniel Brown), a young American drug dealer and addict living in Tokyo with his prostitute sister, Linda (Paz de la Huerta). When Oscar is killed by police during a bust gone bad, his spirit journeys from the past -- where he sees his parents before their deaths -- to the present -- where he witnesses his own autopsy -- and then to the future, where he looks out for his sister from beyond the grave.",-0.93
16000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",Hachi: A Dog's Tale,43.217089,"[{'name': 'Grand Army Entertainment', 'id': 1843}, {'name': 'Scion Films', 'id': 7419}, {'name': 'Inferno Distribution', 'id': 11278}, {'name': 'Stage 6 Films', 'id': 11341}, {'name': 'Hachiko', 'id': 66327}, {'name': 'Opperman Viner Chrystyn Entertainment', 'id': 66328}]",2009-06-13,47801389,93.0,7.7,1717,A drama based on the true story of a college professor's bond with the abandoned dog he takes into his home.,-0.0516
16000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",Zulu,14.529496,"[{'name': 'Eskwad', 'id': 616}, {'name': 'M6 Films', 'id': 1115}, {'name': 'Canal+', 'id': 5358}, {'name': 'Pathé', 'id': 7981}, {'name': 'Ciné+', 'id': 23616}, {'name': 'Lobster Tree', 'id': 34044}, {'name': 'W9', 'id': 34774}]",2013-12-04,0,110.0,6.7,172,"As a child, Ali Neuman narrowly escaped being murdered by Inkhata, a militant political party at war with Nelson Mandela's African National Congress. Only he and his mother survived the carnage of those years. But as with many survivors, the psychological scars remain.",-0.2846
16000000,"[{'id': 37, 'name': 'Western'}, {'id': 18, 'name': 'Drama'}]",The Homesman,20.591479999999997,"[{'name': 'The Javelina Film Company', 'id': 2322}, {'name': 'EuropaCorp', 'id': 6896}, {'name': 'Ithaca Pictures', 'id': 11765}]",2014-05-18,3442853,122.0,6.4,258,"When three women living on the edge of the American frontier are driven mad by harsh pioneer life, the task of saving them falls to the pious, independent-minded Mary Bee Cuddy. Transporting the women by covered wagon to Iowa, she soon realizes just how daunting the journey will be, and employs a low-life drifter, George Briggs, to join her. The unlikely pair and the three women head east, where a waiting minister and his wife have offered to take the women in. But the group first must traverse the harsh Nebraska Territories marked by stark beauty, psychological peril and constant threat.",-0.85
15300000,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",Wasabi,18.209570000000003,"[{'name': 'Canal Plus', 'id': 104}, {'name': 'TF1 Films Productions', 'id': 356}, {'name': 'Tobis', 'id': 480}, {'name': 'Destiny', 'id': 963}, {'name': 'EuropaCorp', 'id': 6896}]",2001-10-31,0,94.0,6.2,283,"Hubert is a French policeman with very sharp methods. After being forced to take 2 months off by his boss, who doesn't share his view on working methods, he goes back to Japan, where he used to work 19 years ago, to settle the probate of his girlfriend who left him shortly after marriage without a trace.",-0.5978
15500000,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",Slither,17.327279,"[{'name': 'Universal Pictures', 'id': 33}]",2006-03-31,0,95.0,6.3,317,"A small town is taken over by an alien plague, turning residents into zombies and all forms of mutant monsters.",0.0
15000000,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",Beverly Hills Cop,29.843818,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Eddie Murphy Productions', 'id': 30}]",1984-11-29,316360478,105.0,6.8,961,"Tough-talking Detroit cop Axel Foley heads to the rarified world of Beverly Hills in his beat-up Chevy Nova to investigate a friend's murder. But soon, he realizes he's stumbled onto something much more complicated. Bungling rookie detective Billy Rosewood joins the fish-out-of-water Axel and shows him the West Los Angeles ropes.",-0.431
18000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",Home Alone,2.186927,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Hughes Entertainment', 'id': 477}]",1990-11-09,476684675,103.0,7.1,2414,"Eight-year-old Kevin McCallister makes the most of the situation after his family unwittingly leaves him behind when they go on Christmas vacation. But when a pair of bungling burglars set their sights on Kevin's house, the plucky kid stands ready to defend his territory. By planting booby traps galore, adorably mischievous Kevin stands his ground as his frantic mother attempts to race home before.",0.5499
0,"[{'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",Three Men and a Baby,12.335827,"[{'name': 'Touchstone Pictures', 'id': 9195}, {'name': 'Interscope Communications', 'id': 10201}]",1987-11-27,0,102.0,5.8,253,Three bachelors find themselves forced to take care of a baby left by one of the guy's girlfriends.,0.0516
21000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",Tootsie,20.818567,"[{'name': 'Columbia Pictures Corporation', 'id': 441}, {'name': 'Mirage Enterprises', 'id': 932}, {'name': 'Punch Productions', 'id': 2154}, {'name': 'Delphi Films', 'id': 4267}, {'name': 'The Criterion Collection', 'id': 10932}]",1982-12-16,177200000,116.0,6.9,421,"Michael Dorsey is an unemployed actor with an impossible reputation. In order to find work and fund his friend's play he dresses as a woman, Dorothy Michaels, and lands the part in a daytime drama. Dorsey loses himself in this woman role and essentially becomes Dorothy Michaels, captivating women all around the city and inspiring them to break free from the control of men and become more like Dorsey's initial identity. This newfound role, however, lands Dorsey in a hot spot between a female friend/'lover,' a female co-star he falls in love with, that co-star's father who falls in love with him, and a male co-star who yearns for his affection.",0.9674
15000000,"[{'id': 28, 'name': 'Action'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]",Top Gun,58.900647,"[{'name': 'Paramount Pictures', 'id': 4}]",1986-05-16,356830601,110.0,6.7,1698,"For Lieutenant Pete 'Maverick' Mitchell and his friend and Co-Pilot Nick 'Goose' Bradshaw being accepted into an elite training school for fighter pilots is a dream come true.  A tragedy, as well as personal demons, threaten Pete's dreams of becoming an Ace pilot.",0.7579
17000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 10749, 'name': 'Romance'}]",卧虎藏龙,45.742253999999996,"[{'name': 'Sony Pictures Classics', 'id': 58}, {'name': 'China Film Co-Production Corporation', 'id': 2269}, {'name': 'Columbia Pictures Film Production Asia', 'id': 2798}, {'name': 'Good Machine', 'id': 10565}, {'name': 'EDKO Film', 'id': 12205}, {'name': 'Asia Union Film & Entertainment Ltd.', 'id': 20289}, {'name': 'United China Vision', 'id': 20290}, {'name': 'Zoom Hunt International Productions Company Ltd.', 'id': 20291}]",2000-10-01,213525736,120.0,7.2,927,"Two warriors in pursuit of a stolen sword and a notorious fugitive are led to an impetuous, physically-skilled, teenage nobleman's daughter, who is at a crossroads in her life.",-0.7269
15000000,"[{'id': 18, 'name': 'Drama'}]",American Beauty,80.87860500000001,"[{'name': 'DreamWorks SKG', 'id': 27}, {'name': 'Jinks/Cohen Company', 'id': 2721}]",1999-09-15,356296601,122.0,7.9,3313,"Lester Burnham, a depressed suburban father in a mid-life crisis, decides to turn his hectic life around after developing an infatuation with his daughter's attractive friend.",-0.1779
15000000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",The King's Speech,54.053576,"[{'name': 'The Weinstein Company', 'id': 308}, {'name': 'UK Film Council', 'id': 2452}, {'name': 'Bedlam Productions', 'id': 5005}, {'name': 'See-Saw Films', 'id': 7217}, {'name': 'Aegis Film Fund', 'id': 7309}, {'name': 'FilmNation Entertainment', 'id': 7493}, {'name': 'Momentum Pictures', 'id': 19578}, {'name': 'Molinare Investment', 'id': 19579}]",2010-09-06,414211549,118.0,7.6,2752,"The King's Speech tells the story of the man who became King George VI, the father of Queen Elizabeth II. After his brother abdicates, George ('Bertie') reluctantly assumes the throne. Plagued by a dreaded stutter and considered unfit to be king, Bertie engages the help of an unorthodox speech therapist named Lionel Logue. Through a set of unexpected techniques, and as a result of an unlikely friendship, Bertie is able to find his voice and boldly lead the country into war.",-0.2263
15000000,"[{'id': 35, 'name': 'Comedy'}]",Twins,17.638285999999997,"[{'name': 'Universal Pictures', 'id': 33}]",1988-12-09,216614388,107.0,5.7,559,Julius and Vincent Benedict are the results of an experiment that would allow for the perfect child. Julius was planned and grows to athletic proportions. Vincent is an accident and is somewhat smaller in stature. Vincent is placed in an orphanage while Julius is taken to a south seas island and raised by philosophers. Vincent becomes the ultimate low life and is about to be killed by loan sharks.,-0.6249
15000000,"[{'id': 18, 'name': 'Drama'}]",The Color Purple,17.571533,"[{'name': 'Amblin Entertainment', 'id': 56}, {'name': 'The Guber-Peters Company', 'id': 4357}, {'name': 'Warner Bros.', 'id': 6194}]",1985-12-18,146292009,154.0,7.7,338,"An epic tale spanning forty years in the life of Celie (Whoopi Goldberg), an African-American woman living in the South who survives incredible abuse and bigotry.  After Celie's abusive father marries her off to the equally debasing ""Mister"" Albert Johnson (Danny Glover), things go from bad to worse, leaving Celie to find companionship anywhere she can.  She perseveres, holding on to her dream of one day being reunited with her sister in Africa.  Based on the novel by Alice Walker.",-0.9136
14000000,"[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 10752, 'name': 'War'}]",The Imitation Game,145.364591,"[{'name': 'Black Bear Pictures', 'id': 22146}, {'name': 'Bristol Automotive', 'id': 38145}]",2014-11-14,233555708,113.0,8.0,5723,"Based on the real life story of legendary cryptanalyst Alan Turing, the film portrays the nail-biting race against time by Turing and his brilliant team of code-breakers at Britain's top-secret Government Code and Cypher School at Bletchley Park, during the darkest days of World War II.",-0.5106
0,"[{'id': 35, 'name': 'Comedy'}]",Private Benjamin,12.18838,"[{'name': 'Warner Bros.', 'id': 6194}]",1980-10-06,0,109.0,6.0,102,A sheltered young high society woman joins the army on a whim and finds herself in a more difficult situation than she ever expected.,-0.4201
15000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",Diary of a Wimpy Kid,21.095489,"[{'name': 'Dune Entertainment', 'id': 444}, {'name': 'Color Force', 'id': 5420}, {'name': 'Dayday Films', 'id': 8569}]",2010-03-19,75700498,92.0,5.9,355,"Greg Heffley is headed for big things, but first he has to survive the scariest, most humiliating experience of any kid’s life – middle school! That won’t be easy, considering he’s surrounded by hairy-freckled morons, wedgie-loving bullies and a moldy slice of cheese with nuclear cooties!",-0.4448
15000000,"[{'id': 27, 'name': 'Horror'}]",Mama,47.455148,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Toma 78', 'id': 10677}, {'name': 'De Milo', 'id': 10678}]",2013-01-17,146497771,100.0,6.0,1401,"Guillermo del Toro presents Mama, a supernatural thriller that tells the haunting tale of two little girls who disappeared into the woods the day that their parents were killed. When they are rescued years later and begin a new life, they find that someone or something still wants to come tuck them in at night.",-0.617
15000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}, {'id': 10749, 'name': 'Romance'}]",National Lampoon's Vacation,22.838834,"[{'name': 'Warner Bros.', 'id': 6194}]",1983-07-28,61399552,98.0,7.1,410,"Clark Griswold is on a quest to take his family on a quest to Walley World theme park for a vacation, but things don't go exactly as planned.",0.0
15000000,"[{'id': 35, 'name': 'Comedy'}]",Jackass Presents: Bad Grandpa,27.165221999999996,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'MTV Films', 'id': 746}, {'name': 'Dickhouse Productions', 'id': 6328}]",2013-10-22,151831537,92.0,6.0,680,"86-year-old Irving Zisman is on a journey across America with the most unlikely companion: his 8 year-old grandson, Billy.",0.0
15000000,"[{'id': 18, 'name': 'Drama'}]",The Queen,19.113278,"[{'name': 'BIM Distribuzione', 'id': 225}, {'name': 'Granada Film Productions', 'id': 247}, {'name': 'Scott Rudin Productions', 'id': 258}, {'name': 'Pathé Renn Productions', 'id': 866}, {'name': 'Pathé Pictures International', 'id': 1178}, {'name': 'Canal+', 'id': 5358}, {'name': 'Future Films', 'id': 10843}, {'name': 'France 3 Cinema', 'id': 16804}]",2006-09-15,123384128,103.0,6.8,338,"The Queen is an intimate behind the scenes glimpse at the interaction between HM Elizabeth II and Prime Minister Tony Blair during their struggle, following the death of Diana, to reach a compromise between what was a private tragedy for the Royal family and the public's demand for an overt display of mourning.",-0.9313
15000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}]",Beetlejuice,58.553213,"[{'name': 'Geffen Company, The', 'id': 4354}, {'name': 'Warner Bros.', 'id': 6194}]",1988-02-29,73326666,92.0,7.1,1444,"Thanks to an untimely demise via drowning, a young couple end up as poltergeists in their New England farmhouse, where they fail to meet the challenge of scaring away the insufferable new owners, who want to make drastic changes. In desperation, the undead newlyweds turn to an expert frightmeister, but he's got a diabolical agenda of his own.",-0.4497
18000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",Little Women,16.418639000000002,"[{'name': 'Columbia Pictures', 'id': 5}]",1994-12-21,0,115.0,7.0,215,"With their father away as a chaplain in the Civil War, Jo, Meg, Beth and Amy grow up with their mother in somewhat reduced circumstances. They are a close family who inevitably have their squabbles and tragedies. But the bond holds even when, later, male friends start to become a part of the household.",0.1901
17000000,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",The Woman in Black,43.675191,"[{'name': 'Hammer Film Productions', 'id': 1314}, {'name': 'UK Film Council', 'id': 2452}, {'name': 'Alliance Films', 'id': 2514}, {'name': 'Film i Väst', 'id': 6417}, {'name': 'Talisman Productions', 'id': 8989}, {'name': 'Cross Creek Pictures', 'id': 10246}, {'name': 'Exclusive Media Group', 'id': 11448}, {'name': 'Filmgate Films', 'id': 18230}]",2012-02-01,127730736,95.0,6.1,1206,"The story follows a young lawyer, Arthur Kipps, who is ordered to travel to a remote village and sort out a recently deceased client’s papers. As he works alone in the client’s isolated house, Kipps begins to uncover tragic secrets, his unease growing when he glimpses a mysterious woman dressed only in black. Receiving only silence from the locals, Kipps is forced to uncover the true identity of the Woman in Black on his own, leading to a desperate race against time when he discovers her true identity.",-0.7906
15000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",When a Stranger Calls,4.688212,"[{'name': 'Davis Entertainment', 'id': 1302}, {'name': 'Screen Gems', 'id': 3287}]",2006-02-03,66966987,87.0,5.4,268,"Far away from the site of a gruesome murder, a teenager named Jill Johnson arrives at a luxurious home for a baby-sitting job. With the children fast asleep, she settles in for what she expects to be an ordinary evening. Soon, the ringing of a phone and the frightening words of a sadistic caller turn Jill's routine experience into a night of terror.",-0.9062
15000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",Big Fat Liar,9.125594,"[{'name': 'Universal Pictures', 'id': 33}]",2002-02-08,52970014,88.0,5.6,197,"Fourteen-year-old Jason Shepherd (Muniz) has a reputation for stretching the truth. So, when big-time Hollywood producer Marty Wolf (Paul Giamatti) steals his class paper and turns it into a smash movie, no one believes Jason's latest tall tale! On a cross-country adventure to set the record straight, Jason and best friend Kaylee (Bynes) devise a high-tech plan to squeeze the truth out of Wolf.",0.8748
15000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",The Deer Hunter,19.786392000000003,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'EMI Films Ltd.', 'id': 538}]",1978-12-08,50000000,183.0,7.8,921,"A group of working-class friends decides to enlist in the Army during the Vietnam War and finds it to be hellish chaos -- not the noble venture they imagined. Before they left, Steven married his pregnant girlfriend -- and Michael and Nick were in love with the same woman. But all three are different men upon their return.",-0.5408
15000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",Wag the Dog,13.581966,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Tribeca Productions', 'id': 11391}, {'name': 'Baltimore Pictures', 'id': 11407}]",1997-12-25,64256513,97.0,6.7,270,"During the final weeks of a presidential race, the President is accused of sexual misconduct. To distract the public until the election, the President's adviser hires a Hollywood producer to help him stage a fake war.",-0.8271
17000000,"[{'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]",The Lizzie McGuire Movie,11.927667,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Teen Life Productions', 'id': 89603}]",2003-04-25,55534455,94.0,5.7,280,"Lizzie McGuire has graduated from middle school and takes a trip to Rome, Italy.",0.0
